cds_code,pdf,json
30666700108373,DNE,E
30666700109066,DNE,E
30666700114736,DNE,E
30666700116582,DNE,E
30666700129437,DNE,DNE
30666700132852,DNE,DNE
30666700135897,DNE,E
30666700155523,DNE,DNE
30666700155531,DNE,DNE
30666700155549,DNE,DNE
30666700155556,DNE,DNE
30666700155564,DNE,DNE
30666700155572,DNE,DNE
30666700155580,DNE,DNE
30666700155598,DNE,DNE
30666700155606,DNE,DNE
30666700155614,DNE,DNE
30666700155622,DNE,DNE
30666700155630,DNE,DNE
30666700155648,DNE,DNE
30666700155655,DNE,DNE
30666700155663,DNE,DNE
30666700155671,DNE,DNE
30666700155689,DNE,DNE
30666700155697,DNE,DNE
30666700155721,DNE,DNE
30666700155739,DNE,DNE
30666700155747,DNE,DNE
30666700155754,DNE,DNE
30666700155762,DNE,DNE
30666700155770,DNE,DNE
30666700155788,DNE,DNE
30666700155796,DNE,DNE
30666700155804,DNE,DNE
30666700155812,DNE,DNE
30666700155820,DNE,DNE
30666700155838,DNE,DNE
30666700155846,DNE,DNE
30666703030319,DNE,DNE
30666703030327,DNE,DNE
30666703030475,DNE,E
30666703030491,DNE,E
30666703030582,DNE,DNE
30666703030608,DNE,E
30666703030780,DNE,DNE
30666703034998,DNE,E
30666703035821,DNE,E
30666703036258,DNE,DNE
30666703036357,DNE,E
30666703036456,DNE,E
30666706030209,DNE,E
30666706030217,DNE,E
30666706030225,DNE,E
30666706030233,DNE,E
30666706030241,DNE,E
30666706030258,DNE,DNE
30666706030266,DNE,E
30666706030274,DNE,DNE
30666706030282,DNE,E
30666706030290,DNE,DNE
30666706030308,DNE,E
30666706030316,DNE,E
30666706030324,DNE,E
30666706030332,DNE,E
30666706030340,DNE,DNE
30666706030357,DNE,E
30666706030365,DNE,E
30666706030381,DNE,DNE
30666706030399,DNE,E
30666706030407,DNE,E
30666706030415,DNE,E
30666706030423,DNE,DNE
30666706030431,DNE,E
30666706030449,DNE,E
30666706058978,DNE,E
30666706058986,DNE,E
30666706061741,DNE,E
30666706061758,DNE,E
30666706071187,DNE,DNE
30666706071195,DNE,E
30666706094684,DNE,DNE
30666706094692,DNE,DNE
30666706095152,DNE,E
30666706098552,DNE,E
30666706099816,DNE,E
30666706100762,DNE,DNE
30666706102826,DNE,E
30666706102875,DNE,DNE
30666706103287,DNE,DNE
30666706106165,DNE,DNE
30666706107692,DNE,E
30666706108484,DNE,E
30666706109904,DNE,E
30666706110175,DNE,E
30666706110183,DNE,E
30666706111298,DNE,DNE
30666706113377,DNE,E
30666706114631,DNE,E
30666706115133,DNE,E
30666706115588,DNE,DNE
30666706115836,DNE,E
30666706116917,DNE,E
30666706117899,DNE,E
30666706119127,DNE,E
30666706120067,DNE,DNE
30666706904742,DNE,DNE
30666960000000,DNE,DNE
30666966030456,DNE,E
30666966030464,DNE,E
30666966030472,DNE,E
30666966030480,DNE,DNE
30666966030498,DNE,DNE
30666966030506,DNE,E
30667040000000,DNE,DNE
30667046030514,DNE,DNE
30667046030522,DNE,DNE
30667120000000,DNE,DNE
30667380000000,DNE,DNE
30667460000000,DNE,DNE
30667460119172,DNE,DNE
30667460119925,DNE,E
30667460155903,DNE,DNE
30667460155911,DNE,DNE
30667460155929,DNE,DNE
30667460155937,DNE,DNE
30667460155945,DNE,DNE
30667460155952,DNE,DNE
30667460155960,DNE,DNE
30667460155978,DNE,DNE
30667460155986,DNE,DNE
30667460155994,DNE,DNE
30667460156000,DNE,DNE
30667460156018,DNE,DNE
30667460156026,DNE,DNE
30667466030712,DNE,E
30667466030720,DNE,E
30667466030738,DNE,E
30667466030746,DNE,DNE
30667466030753,DNE,E
30667466030761,DNE,E
30667466030779,DNE,DNE
30667466030787,DNE,E
30667466030795,DNE,E
30667466030803,DNE,DNE
30667466030811,DNE,E
30667466030829,DNE,E
30667466030837,DNE,E
30667466030845,DNE,DNE
30667466030852,DNE,E
30667466030860,DNE,E
30667466030878,DNE,E
30667466030886,DNE,E
30667466030894,DNE,DNE
30667466030902,DNE,DNE
30667466030910,DNE,DNE
30667466030928,DNE,E
30667466066906,DNE,DNE
30667466116198,DNE,DNE
30667466901847,DNE,DNE
30667530000000,DNE,DNE
30667536030936,DNE,DNE
30667536030944,DNE,DNE
30667536030951,DNE,DNE
30667536030969,DNE,DNE
30667536095160,DNE,DNE
30736350000000,DNE,DNE
30736350122895,DNE,DNE
30736350135962,DNE,DNE
30736353030061,DNE,E
30736353030079,DNE,E
30736353030087,DNE,DNE
30736353030095,DNE,DNE
30736353030244,DNE,E
30736353030392,DNE,E
30736353030509,DNE,E
30736353034956,DNE,E
30736356030142,DNE,E
30736356030159,DNE,E
30736356030167,DNE,DNE
30736356030175,DNE,E
30736356030183,DNE,E
30736356030530,DNE,E
30736356066864,DNE,DNE
30736356066872,DNE,E
30736356068639,DNE,DNE
30736356071153,DNE,E
30736356071161,DNE,E
30736356085336,DNE,E
30736356085351,DNE,E
30736356089494,DNE,E
30736356089502,DNE,E
30736356089510,DNE,E
30736356094668,DNE,E
30736356094676,DNE,E
30736356095145,DNE,E
30736356096044,DNE,E
30736356097372,DNE,E
30736356098545,DNE,DNE
30736356101059,DNE,E
30736356106926,DNE,E
30736356109540,DNE,E
30736356110845,DNE,E
30736356110936,DNE,E
30736356111561,DNE,E
30736356112452,DNE,E
30736356112577,DNE,E
30736356114888,DNE,E
30736430000000,DNE,DNE
30736430102871,DNE,E
30736430102889,DNE,E
30736430121152,DNE,E
30736430132563,DNE,DNE
30736430133488,DNE,E
30736430139774,DNE,E
30736430162651,DNE,DNE
30736430162669,DNE,DNE
30736430162677,DNE,DNE
30736430162685,DNE,DNE
30736430162693,DNE,DNE
30736430162701,DNE,DNE
30736430162719,DNE,DNE
30736430162727,DNE,DNE
30736430162735,DNE,DNE
30736433030590,DNE,E
30736433032109,DNE,E
30736433032919,DNE,E
30736433037538,DNE,DNE
30736433037553,DNE,E
30736436030548,DNE,E
30736436030555,DNE,E
30736436030563,DNE,DNE
30736436030571,DNE,E
30736436030589,DNE,E
30736436030597,DNE,DNE
30736436030605,DNE,E
30736436030613,DNE,E
30736436030621,DNE,E
30736436030639,DNE,E
30736436030647,DNE,DNE
30736436030654,DNE,DNE
30736436030662,DNE,E
30736436030670,DNE,DNE
30736436030688,DNE,E
30736436030696,DNE,E
30736436030704,DNE,E
30736436066880,DNE,DNE
30736436066898,DNE,E
30736436085369,DNE,DNE
30736436085377,DNE,E
30736436113054,DNE,E
30736436114482,DNE,E
30736436116305,DNE,E
30736436118764,DNE,E
30736436118772,DNE,E
30736500000000,DNE,DNE
30736500116046,DNE,DNE
30736500116053,DNE,DNE
30736500116061,DNE,DNE
30736500127472,DNE,E
30736500129155,DNE,E
30736500129296,DNE,E
30736500133389,DNE,E
30736500133405,DNE,E
30736500135137,DNE,E
30736500136689,DNE,E
30736500138719,DNE,E
30736500140988,DNE,E
30736500141119,DNE,E
30736500142232,DNE,DNE
30736503030129,DNE,E
30736503030152,DNE,E
30736503030277,DNE,DNE
30736503030285,DNE,E
30736503030301,DNE,DNE
30736503030467,DNE,E
30736503030657,DNE,E
30736503030749,DNE,DNE
30736503035102,DNE,E
30736506030126,DNE,DNE
30736506030191,DNE,E
30736506068647,DNE,E
30736506071179,DNE,E
30736506085344,DNE,E
30736506089429,DNE,E
30736506089437,DNE,E
30736506089445,DNE,E
30736506094718,DNE,E
30736506095129,DNE,DNE
30736506095137,DNE,E
30736506096184,DNE,E
30736506096192,DNE,E
30736506096200,DNE,E
30736506097042,DNE,E
30736506097356,DNE,DNE
30736506098511,DNE,E
30736506098529,DNE,E
30736506100317,DNE,E
30736506100838,DNE,E
30736506100861,DNE,E
30736506100879,DNE,E
30736506102719,DNE,E
30736506106850,DNE,E
30736506107502,DNE,E
30736506108799,DNE,E
30736506111876,DNE,E
30736506115455,DNE,E
30736506115786,DNE,E
30736506120141,DNE,E
30736509005372,DNE,DNE
30736509005448,DNE,DNE
30736509005471,DNE,DNE
30739240000000,DNE,DNE
30739240162933,DNE,DNE
30739240162941,DNE,DNE
30739243030343,DNE,DNE
30739243033917,DNE,E
30739246029045,DNE,E
30739246029052,DNE,E
30739246029060,DNE,E
30739246029078,DNE,E
30739246029086,DNE,E
30739246029102,DNE,DNE
30739246030514,DNE,E
30739246058853,DNE,E
30739246058879,DNE,E
30741040000000,DNE,DNE
30741043095015,DNE,DNE
30741120000000,DNE,DNE
30741123095023,DNE,DNE
30741200000000,DNE,DNE
30741203095031,DNE,DNE
30742520000000,DNE,DNE
30742523095049,DNE,DNE
30768930000000,DNE,DNE
30768930130765,DNE,E
31103140000000,DNE,DNE
31103140113399,DNE,DNE
31103140115675,DNE,DNE
31103140119214,DNE,DNE
31103140126904,DNE,DNE
31103140144451,DNE,DNE
31103140144469,DNE,DNE
31103140144477,DNE,DNE
31103140144485,DNE,DNE
31103140144493,DNE,DNE
31103140144501,DNE,DNE
31103140144519,DNE,DNE
31103140144527,DNE,DNE
31103140144535,DNE,DNE
31103140144543,DNE,DNE
31103140144550,DNE,DNE
31103140144568,DNE,DNE
31103140144576,DNE,DNE
31103140144584,DNE,DNE
31103140144592,DNE,DNE
31103140144600,DNE,DNE
31103143130093,DNE,DNE
31103143130101,DNE,DNE
31103143130127,DNE,DNE
31103143130259,DNE,DNE
31103146031389,DNE,DNE
31103146031397,DNE,DNE
31103146069322,DNE,DNE
31103146097075,DNE,DNE
31103146097612,DNE,DNE
31667610000000,DNE,DNE
31667610108829,DNE,DNE
31667616031009,DNE,E
31667790000000,DNE,DNE
31667796031017,DNE,E
31667796031082,DNE,DNE
31667870000000,DNE,DNE
31667870126664,DNE,E
31667876031025,DNE,DNE
31667876031033,DNE,E
31667876031041,DNE,DNE
31667876031058,DNE,DNE
31667876109680,DNE,E
31667876112700,DNE,E
31667950000000,DNE,DNE
31667956031066,DNE,E
31667956104392,DNE,DNE
31668030000000,DNE,DNE
31668030111104,DNE,DNE
31668030116574,DNE,DNE
31668030129080,DNE,DNE
31668030140301,DNE,DNE
31668036031074,DNE,DNE
31668036108963,DNE,DNE
31668036109862,DNE,DNE
31668036112072,DNE,DNE
31668036112403,DNE,DNE
31668036115596,DNE,DNE
31668036115604,DNE,DNE
31668036119887,DNE,DNE
31668110000000,DNE,DNE
31668116031082,DNE,DNE
31668290000000,DNE,DNE
31668290116327,DNE,DNE
31668296031090,DNE,DNE
31668296031108,DNE,E
31668296101778,DNE,E
31668296109029,DNE,E
31668296111702,DNE,E
31668296113443,DNE,E
31668296113971,DNE,E
31668296116230,DNE,E
31668370000000,DNE,DNE
31668370122515,DNE,DNE
31668370142448,DNE,DNE
31668376031116,E,E
31668376107478,DNE,DNE
31668450000000,DNE,DNE
31668450117150,E,E
31668456031124,E,E
31668456031132,E,E
31668456031140,E,E
31668456031165,E,E
31668456031173,E,E
31668456117824,E,E
31668520000000,DNE,DNE
31668520109827,DNE,DNE
31668520120105,DNE,E
31668520121608,DNE,E
31668520126680,DNE,DNE
31668520127902,DNE,DNE
31668520127928,DNE,E
31668520128751,DNE,DNE
31668520138008,DNE,DNE
31668526031157,DNE,DNE
31668600000000,DNE,DNE
31668780000000,DNE,DNE
31668860000000,DNE,DNE
31668860122531,DNE,DNE
31668860122648,DNE,DNE
31668866031181,DNE,DNE
31668866031199,DNE,E
31668866111694,DNE,E
31668940000000,DNE,DNE
31668940102293,DNE,E
31668940138081,DNE,E
31668943130051,DNE,DNE
31668943130135,DNE,DNE
31668943131687,DNE,E
31668943131851,DNE,E
31668943132453,DNE,E
31668943135704,DNE,E
31668943135902,DNE,DNE
31668946102552,DNE,DNE
31669020000000,DNE,DNE
31669026031207,DNE,DNE
31669026031215,DNE,DNE
31669026100903,DNE,DNE
31669100000000,DNE,DNE
31669100102798,DNE,E
31669100102806,DNE,E
31669100116624,DNE,E
31669100125740,DNE,E
31669100127639,DNE,E
31669100135178,DNE,E
31669100139857,DNE,E
31669100142067,DNE,E
31669103130085,DNE,DNE
31669103130234,DNE,E
31669103130242,DNE,E
31669106031223,DNE,E
31669106031231,DNE,E
31669106031249,DNE,E
31669106031256,DNE,E
31669106031264,DNE,DNE
31669106031272,DNE,DNE
31669106031280,DNE,E
31669106106108,DNE,E
31669106109482,DNE,E
31669106111959,DNE,E
31669106111967,DNE,E
31669106116099,DNE,E
31669106117790,DNE,E
31669280000000,DNE,DNE
31669280116459,DNE,E
31669280121418,E,E
31669280135285,DNE,DNE
31669280139840,DNE,E
31669280141622,E,E
31669283130044,DNE,DNE
31669283130119,DNE,E
31669283130176,DNE,E
31669283130184,DNE,E
31669283130309,DNE,E
31669283135308,DNE,E
31669283136496,DNE,DNE
31669283136504,DNE,E
31669286085211,DNE,DNE
31669440000000,DNE,DNE
31669440106807,DNE,E
31669440121624,DNE,E
31669440156034,DNE,DNE
31669443130010,DNE,E
31669443130069,DNE,DNE
31669443130077,DNE,E
31669443130192,DNE,E
31669443130226,DNE,DNE
31669443138500,DNE,E
31669446031298,DNE,E
31669446031306,DNE,E
31669446031314,DNE,E
31669446031322,DNE,E
31669446071930,DNE,DNE
31669446089189,DNE,DNE
31669446094502,DNE,E
31669446113062,DNE,E
31669510000000,DNE,DNE
31669510106443,E,E
31669510108514,E,E
31669510111385,E,E
31669510113068,E,E
31669510122507,DNE,DNE
31669510135871,E,E
31669510139246,E,E
31669510139709,E,E
31669510140541,E,E
31669513130028,DNE,DNE
31669513130036,E,E
31669513130143,DNE,DNE
31669513130168,E,E
31669513134657,E,E
31669516031348,DNE,DNE
31669516031355,DNE,DNE
31669516031363,E,E
31669516031371,DNE,DNE
31669516085252,E,E
31669516098610,E,E
31669516108351,E,E
31669516117493,E,E
31747320000000,DNE,DNE
31747323190014,DNE,DNE
31750850000000,DNE,DNE
31750850108050,DNE,E
31750850108084,DNE,E
31750850114371,DNE,DNE
31750850117879,DNE,E
31750850119487,DNE,E
31750850121244,DNE,E
31750850128561,DNE,DNE
31750850137927,DNE,DNE
31750850141259,DNE,E
31750853130150,DNE,E
31750853130200,DNE,E
31750853130218,DNE,E
31750856031207,DNE,E
31750856031215,DNE,E
31750856100903,DNE,E
31750856109870,DNE,E
31750856110647,DNE,E
31750856111975,DNE,E
31750856115844,DNE,E
31750856116057,DNE,E
31750856118392,DNE,E
31750856118517,DNE,E
31750856118533,DNE,E
31750856119853,DNE,E
31765700000000,DNE,DNE
32103220000000,DNE,DNE
32103220100057,DNE,E
32103220108001,DNE,E
32103223230075,DNE,DNE
32103223230091,DNE,DNE
32103226077234,DNE,DNE
32103226117360,DNE,E
32669690000000,DNE,DNE
32669690138479,DNE,DNE
32669693230018,DNE,DNE
32669693230026,DNE,DNE
32669693230034,DNE,E
32669693230042,DNE,E
32669693230059,DNE,DNE
32669693230067,DNE,DNE
32669693230083,DNE,E
32669693232006,DNE,E
32669693233509,DNE,E
32669693235603,DNE,E
32669693236007,DNE,E
32669696031413,DNE,E
32669696031421,DNE,E
32669696031439,DNE,DNE
32669696031447,DNE,DNE
32669696031454,DNE,DNE
32669696031462,DNE,DNE
32669696031470,DNE,E
32669696031488,DNE,DNE
32669696103469,DNE,DNE
32669696104764,DNE,DNE
32669696109896,DNE,DNE
32669696110308,DNE,E
32669696111579,DNE,DNE
32669696117204,DNE,DNE
32742780000000,DNE,DNE
32742783290012,DNE,DNE
33103300000000,DNE,DNE
33103300110833,DNE,E
33103300116665,DNE,DNE
33103300125237,DNE,E
33103300125385,DNE,E
33103300128397,DNE,E
33103300128777,DNE,E
33103300134320,DNE,DNE
33103300135384,DNE,DNE
33103300136168,DNE,E
33103300137497,DNE,DNE
33103300137836,E,E
33103300137851,DNE,E
33103300137869,DNE,E
33103300138024,DNE,E
33103300138602,DNE,E
33103300139428,DNE,E
33103300140780,DNE,E
33103300144618,DNE,DNE
33103300144626,DNE,DNE
33103300144634,DNE,DNE
33103300144642,DNE,DNE
33103300144659,DNE,DNE
33103300144667,DNE,DNE
33103300144675,DNE,DNE
33103300144683,DNE,DNE
33103300144691,DNE,DNE
33103300144709,DNE,DNE
33103300144717,DNE,DNE
33103300144725,DNE,DNE
33103300144733,DNE,DNE
33103300144741,DNE,DNE
33103300144758,DNE,DNE
33103300144766,DNE,DNE
33103300144774,DNE,DNE
33103300144782,DNE,DNE
33103300144790,DNE,DNE
33103300144808,DNE,DNE
33103300144816,DNE,DNE
33103300144824,DNE,DNE
33103300144832,DNE,DNE
33103300144840,DNE,DNE
33103300144857,DNE,DNE
33103300144865,DNE,DNE
33103300144873,DNE,DNE
33103300144881,DNE,DNE
33103300162586,DNE,DNE
33103300162792,DNE,DNE
33103300164897,DNE,DNE
33103300164939,DNE,DNE
33103303330123,DNE,E
33103303330156,DNE,DNE
33103303330248,DNE,DNE
33103303330263,DNE,DNE
33103303330271,DNE,DNE
33103303330297,DNE,DNE
33103303330347,DNE,DNE
33103303330404,DNE,DNE
33103303330891,DNE,DNE
33103303331055,DNE,E
33103303337847,DNE,DNE
33103306032882,DNE,DNE
33103306069207,DNE,E
33103306097984,DNE,DNE
33103306097992,DNE,DNE
33103306098008,DNE,DNE
33103306098016,DNE,DNE
33103306098024,DNE,DNE
33103306103873,DNE,DNE
33103306103881,DNE,DNE
33103306103899,DNE,DNE
33103306103907,DNE,DNE
33103306103915,DNE,DNE
33103306103923,DNE,DNE
33103306103949,DNE,DNE
33103306105043,DNE,DNE
33103306105050,DNE,DNE
33103306105068,DNE,DNE
33103306105076,DNE,DNE
33103306105084,DNE,DNE
33103306105092,DNE,DNE
33103306105100,DNE,DNE
33103306105118,DNE,DNE
33103306105126,DNE,DNE
33103306105134,DNE,DNE
33103306105142,DNE,DNE
33103306105159,DNE,DNE
33103306105167,DNE,DNE
33103306105175,DNE,DNE
33103306105183,DNE,DNE
33103306105191,DNE,DNE
33103306105209,DNE,DNE
33103306105217,DNE,DNE
33103306105225,DNE,DNE
33103306105233,DNE,DNE
33103306105241,DNE,DNE
33103306105258,DNE,DNE
33103306105266,DNE,DNE
33103306105274,DNE,DNE
33103306105282,DNE,DNE
33103306105340,DNE,DNE
33316250000000,DNE,DNE
33316253330834,DNE,E
33321513330073,DNE,DNE
33669770000000,DNE,DNE
33669770113597,DNE,E
33669770113605,DNE,E
33669770115485,DNE,DNE
33669770125732,DNE,E
33669770126896,DNE,DNE
33669770134171,DNE,E
33669770134189,DNE,E
33669770135061,DNE,E
33669770136143,DNE,E
33669773330008,DNE,E
33669773330107,DNE,DNE
33669773330180,DNE,DNE
33669773330339,DNE,DNE
33669773330883,DNE,DNE
33669773334299,DNE,E
33669773337128,DNE,E
33669776031496,DNE,E
33669776031504,DNE,E
33669776031512,DNE,E
33669776031520,DNE,E
33669776031538,DNE,E
33669776031546,DNE,E
33669776031553,DNE,E
33669776031561,DNE,DNE
33669776031579,DNE,E
33669776031587,DNE,E
33669776031595,DNE,E
33669776098156,DNE,E
33669776106074,DNE,E
33669776107304,DNE,E
33669776108104,DNE,E
33669776116339,DNE,E
33669776120109,DNE,E
33669850000000,DNE,DNE
33669850102418,DNE,DNE
33669850116210,DNE,DNE
33669850116228,DNE,DNE
33669850116236,DNE,DNE
33669850116244,DNE,DNE
33669853330057,DNE,DNE
33669853330206,DNE,DNE
33669853330214,DNE,E
33669853330222,DNE,E
33669853330974,DNE,E
33669856031603,DNE,E
33669856031611,DNE,E
33669856031629,DNE,E
33669856031637,DNE,E
33669856031645,DNE,DNE
33669856112080,DNE,E
33669930000000,DNE,DNE
33669930101006,DNE,E
33669930102749,DNE,E
33669930106062,DNE,E
33669930112680,DNE,DNE
33669930113936,DNE,E
33669930116277,DNE,DNE
33669930116947,DNE,E
33669930127142,E,E
33669930129882,DNE,E
33669930136788,DNE,E
33669930139360,DNE,E
33669930140632,DNE,E
33669930141366,DNE,E
33669933330461,DNE,DNE
33669933330479,DNE,E
33669933330826,DNE,DNE
33669933330842,DNE,E
33669933331022,DNE,DNE
33669933331089,DNE,E
33669936031652,DNE,E
33669936031660,DNE,E
33669936031678,DNE,DNE
33669936031686,DNE,DNE
33669936109763,DNE,DNE
33669936117261,DNE,DNE
33669936120802,DNE,DNE
33669936976716,DNE,DNE
33670090000000,DNE,DNE
33670170000000,DNE,DNE
33670330000000,DNE,DNE
33670330100966,DNE,E
33670330100974,DNE,E
33670330100982,DNE,E
33670330105791,DNE,E
33670330105809,DNE,E
33670330110106,DNE,E
33670330110627,DNE,E
33670330110635,DNE,E
33670330110643,DNE,E
33670330110759,DNE,E
33670330113647,DNE,E
33670330113654,DNE,E
33670330119321,DNE,E
33670330123828,DNE,E
33670330131607,DNE,E
33670330135574,DNE,E
33670330139782,DNE,E
33670333330131,DNE,E
33670333330446,DNE,E
33670333330586,DNE,E
33670333330594,DNE,DNE
33670333330602,DNE,E
33670333330610,DNE,DNE
33670333330701,DNE,E
33670333330941,DNE,DNE
33670333330966,DNE,DNE
33670333331501,DNE,DNE
33670333331600,DNE,E
33670333333333,DNE,DNE
33670333334232,DNE,E
33670336031736,DNE,E
33670336031751,DNE,E
33670336031769,DNE,DNE
33670336031777,DNE,DNE
33670336031785,DNE,E
33670336031793,DNE,E
33670336031801,DNE,E
33670336031819,DNE,E
33670336031827,DNE,E
33670336031835,DNE,E
33670336031843,DNE,E
33670336031850,DNE,E
33670336031868,DNE,E
33670336031876,DNE,E
33670336031884,DNE,E
33670336059026,DNE,E
33670336059034,DNE,E
33670336059042,DNE,E
33670336061766,DNE,E
33670336068753,DNE,E
33670336084669,DNE,E
33670336104830,DNE,DNE
33670336107668,DNE,E
33670336107676,DNE,E
33670336110589,DNE,E
33670336112957,DNE,E
33670336114151,DNE,E
33670336116404,DNE,E
33670336116412,DNE,E
33670336117998,DNE,E
33670336120364,DNE,E
33670336120372,DNE,E
33670410000000,DNE,DNE
33670413330016,DNE,DNE
33670413332095,DNE,DNE
33670416031892,DNE,DNE
33670416031900,DNE,E
33670416031918,DNE,DNE
33670580000000,DNE,DNE
33670580100164,DNE,E
33670580107961,DNE,E
33670580108464,DNE,E
33670580110791,DNE,E
33670580111021,DNE,E
33670580114504,DNE,E
33670580118885,DNE,E
33670580119305,DNE,E
33670580134353,DNE,DNE
33670580136770,DNE,E
33670580138446,DNE,DNE
33670580141879,DNE,DNE
33670580156059,DNE,DNE
33670580156067,DNE,DNE
33670580156075,DNE,DNE
33670580156083,DNE,DNE
33670583330388,DNE,E
33670583330669,DNE,E
33670583330909,DNE,E
33670583330982,DNE,DNE
33670583331113,DNE,E
33670583333192,DNE,E
33670586031926,DNE,E
33670586031934,DNE,E
33670586031942,DNE,DNE
33670586031959,DNE,E
33670586031967,DNE,E
33670586031975,DNE,E
33670586031983,DNE,E
33670586031991,DNE,E
33670586032007,DNE,E
33670586032015,DNE,E
33670586032023,DNE,DNE
33670586106082,DNE,E
33670586106090,DNE,DNE
33670586107759,DNE,E
33670586108955,DNE,E
33670586109045,DNE,E
33670586109789,DNE,E
33670586109797,DNE,E
33670586113880,DNE,E
33670586113898,DNE,DNE
33670586116636,DNE,E
33670586118855,DNE,E
33670586118863,DNE,E
33670660000000,DNE,DNE
33670666032031,DNE,DNE
33670666032056,DNE,DNE
33670666032064,DNE,DNE
33670666102735,DNE,DNE
33670666104442,DNE,DNE
33670666107189,DNE,DNE
33670666108278,DNE,DNE
33670740000000,DNE,DNE
33670743330115,DNE,DNE
33670743330230,DNE,DNE
33670743330370,DNE,DNE
33670743330487,DNE,DNE
33670743332350,DNE,DNE
33670746071203,DNE,DNE
33670746105548,DNE,DNE
33670746105605,DNE,DNE
33670820000000,DNE,DNE
33670820101121,DNE,E
33670820101139,DNE,E
33670820102772,DNE,E
33670820102780,DNE,E
33670820106716,DNE,E
33670820107359,DNE,E
33670820107631,DNE,DNE
33670820113159,DNE,E
33670820115162,DNE,DNE
33670820116962,DNE,E
33670820120675,DNE,E
33670820128363,DNE,DNE
33670820132167,DNE,DNE
33670820135251,DNE,E
33670820141192,DNE,E
33670820156091,DNE,DNE
33670820156125,DNE,DNE
33670820156133,DNE,DNE
33670820156141,DNE,DNE
33670820156158,DNE,DNE
33670820156166,DNE,DNE
33670820156174,DNE,DNE
33670820156182,DNE,DNE
33670823330065,DNE,E
33670823330081,DNE,DNE
33670823330453,DNE,DNE
33670823330503,DNE,E
33670823330537,DNE,E
33670823330768,DNE,DNE
33670823330875,DNE,DNE
33670823332616,DNE,DNE
33670823332673,DNE,E
33670826032072,DNE,DNE
33670826032080,DNE,E
33670826032098,DNE,DNE
33670826032106,DNE,DNE
33670826032114,DNE,E
33670826032122,DNE,E
33670826032130,DNE,E
33670826032148,DNE,E
33670826032155,DNE,E
33670826059067,DNE,DNE
33670826084628,DNE,E
33670826084636,DNE,DNE
33670826106728,DNE,E
33670826109805,DNE,E
33670826110415,DNE,E
33670826112007,DNE,E
33670826118731,DNE,E
33670829007303,DNE,DNE
33670900000000,DNE,DNE
33670900114157,DNE,E
33670900117101,DNE,DNE
33670900127720,DNE,DNE
33670900136721,DNE,E
33670900156190,DNE,DNE
33670900156208,DNE,DNE
33670900156216,DNE,DNE
33670900156224,DNE,DNE
33670900158113,DNE,DNE
33670903330412,DNE,E
33670903330545,DNE,DNE
33670903330784,DNE,DNE
33670903334687,DNE,E
33670903337136,DNE,E
33670903337664,DNE,DNE
33670906032163,DNE,E
33670906032171,DNE,E
33670906032189,DNE,E
33670906032197,DNE,E
33670906032205,DNE,E
33670906032213,DNE,E
33670906032221,DNE,E
33670906032239,DNE,E
33670906032247,DNE,E
33670906059075,DNE,E
33670906061774,DNE,E
33670906104491,DNE,E
33670906105837,DNE,E
33670906106835,DNE,E
33670906106843,DNE,E
33670906110548,DNE,E
33670906111280,DNE,E
33670906112858,DNE,E
33670906113518,DNE,E
33671080000000,DNE,DNE
33671160000000,DNE,DNE
33671160100503,DNE,E
33671160108639,DNE,E
33671160109843,DNE,E
33671160110601,DNE,E
33671160116202,DNE,DNE
33671160116749,DNE,E
33671160116756,DNE,E
33671160119206,DNE,E
33671160125906,DNE,E
33671160134080,DNE,E
33671160136838,DNE,E
33671160140574,DNE,E
33671160141994,DNE,E
33671160142398,DNE,DNE
33671160156232,DNE,DNE
33671166032270,DNE,DNE
33671166107197,DNE,E
33671166108229,DNE,E
33671166110365,DNE,E
33671166113864,DNE,E
33671166119721,DNE,E
33671240000000,DNE,DNE
33671240102731,DNE,E
33671240105940,DNE,E
33671240108134,DNE,E
33671240115840,DNE,DNE
33671240128868,DNE,E
33671240136622,DNE,DNE
33671243330396,DNE,E
33671243330438,DNE,E
33671243330685,DNE,DNE
33671243330800,DNE,E
33671243330958,DNE,E
33671243331071,DNE,E
33671243333754,DNE,DNE
33671243333762,DNE,E
33671243333770,DNE,E
33671246032288,DNE,E
33671246032296,DNE,DNE
33671246032304,DNE,E
33671246032312,DNE,E
33671246032320,DNE,E
33671246032338,DNE,E
33671246059083,DNE,DNE
33671246100994,DNE,DNE
33671246103105,DNE,DNE
33671246103501,DNE,E
33671246103519,DNE,E
33671246104582,DNE,E
33671246105514,DNE,E
33671246106041,DNE,E
33671246106058,DNE,E
33671246106066,DNE,E
33671246106397,DNE,DNE
33671246106942,DNE,E
33671246106967,DNE,E
33671246107080,DNE,E
33671246107643,DNE,E
33671246107890,DNE,E
33671246108674,DNE,E
33671246108682,DNE,DNE
33671246108690,DNE,E
33671246108716,DNE,E
33671246108724,DNE,E
33671246108732,DNE,E
33671246108740,DNE,DNE
33671246109110,DNE,E
33671246109508,DNE,E
33671246109979,DNE,E
33671246110027,DNE,E
33671246110928,DNE,E
33671400000000,DNE,DNE
33671406032346,DNE,DNE
33671406106868,DNE,DNE
33671406107841,DNE,DNE
33671406107858,DNE,DNE
33671570000000,DNE,DNE
33671570120279,DNE,DNE
33671570125245,DNE,DNE
33671570125534,DNE,DNE
33671570125666,DNE,DNE
