file,year,max_sqft
30667466030811.json,1965,
56739406102230.json,1965,
33670586116636.json,1965,
24753170123091.json,1965,
37683386039754.json,1965,
13630990113985.json,1965,
19647336019236.json,1965,
31669103130234.json,1965,
30103060138800.json,1965,
19647330122135.json,1965,
49738826112981.json,1965,
33752006106868.json,1965,
40687596043095.json,1965,
39685850125369.json,1965,
38684786040950.json,1965,
15634046009393.json,1965,
37679910139394.json,1965,
33671246109979.json,1965,
01611766056873.json,1965,
21654172130045.json,1965,
30664236027320.json,1965,
33751760113100.json,1965,
19645926013973.json,1965,
43696666048425.json,1965,
19647336017156.json,1965,
29768776111371.json,1965,
43104390123257.json,1965,
37679910108563.json,1965,
04100410139493.json,1965,
34674396034052.json,1965,
10754080142166.json,1965,
43696256068167.json,1965,
15635290110999.json,1965,
23656152334704.json,1965,
19650940116566.json,1965,
07617396003826.json,1965,
30665226028211.json,1965,
19647336058002.json,1965,
19647330124370.json,1965,
47704664734901.json,1965,
43695006047369.json,1965,
30665226028641.json,1965,
39685856042196.json,1965,
50712900108761.json,1965,
19647336015887.json,1965,
33672156120075.json,1965,
37679676118723.json,1965,
01612590100065.json,1965,
30664236116123.json,1965,
28662666026876.json,1965,
19647330119727.json,1965,
19647330132027.json,1965,
48705406051098.json,1953,
19647336018535.json,1965,
19647330102491.json,1965,
37681063732062.json,1965,
36678196036149.json,1965,
43696666048649.json,1965,
30666216029888.json,1965,
37756143731601.json,1965,
30664646117733.json,1965,
49709956114409.json,1965,
58727695838305.json,1961,
49708624930012.json,1965,
19648406020945.json,1965,
19647336018923.json,1965,
39685856100341.json,1965,
39685936042386.json,1965,
30664313030384.json,1965,
30664496027445.json,1965,
19648576119143.json,1965,
30736506096200.json,1965,
48705816051445.json,1965,
36677106106504.json,1965,
19647330122861.json,1965,
19647336120794.json,1965,
24657550133413.json,1965,
50755646052906.json,1965,
19734371931567.json,1965,
36678506036669.json,1965,
19648651933308.json,1965,
43696666048599.json,1965,
09619456112569.json,1965,
33672156032783.json,1965,
19643946057541.json,1965,
43694500113662.json,1965,
43696666048433.json,1965,
49738820123786.json,1965,
45752674530077.json,1965,
43693690135749.json,1965,
19645926013965.json,1965,
37735516109201.json,1965,
18101816069934.json,1965,
36679180108449.json,1965,
49706490125724.json,1965,
15751681530401.json,1965,
57726786056253.json,1965,
31669513134657.json,1965,
36675876115117.json,1965,
19646911996438.json,1965,
16638911632140.json,1965,
19101990106880.json,1965,
12628366007892.json,1965,
19646420136127.json,1965,
33669930129882.json,1965,
19734456014310.json,1965,
31669100102798.json,1965,
42691200139824.json,1965,
51714150129007.json,1965,
10101080136291.json,1965,
33670903337136.json,1965,
01612346001507.json,1965,
33670586031959.json,1965,
01611766111330.json,1965,
10621586115190.json,1965,
19647331931070.json,1965,
50736016025753.json,1965,
42772220138396.json,1965,
30664646117725.json,1965,
19647336108641.json,1965,
07617626110811.json,1965,
56725616119242.json,1965,
54722566054688.json,1965,
19647336016497.json,1965,
15638420138701.json,1965,
37683386039200.json,1965,
34674396033914.json,1965,
19647330106997.json,1965,
30666476097018.json,1965,
48705816116255.json,1965,
07617966004907.json,1965,
04615230110510.json,1965,
19647256015697.json,1926,
19647256015382.json,1965,
39767600142059.json,1965,
05615560530014.json,1965,
56725046055156.json,1965,
19643371996230.json,1965,
30666476095160.json,1965,
20652436023998.json,1965,
05615646108518.json,1965,
33670826106728.json,1965,
19647336016182.json,1965,
19647336019277.json,1965,
49708966052070.json,1965,
09619606107437.json,1965,
36678760121343.json,1965,
30666706099816.json,1965,
07617960735316.json,1965,
36677026112122.json,1965,
33670820141192.json,1965,
01751016001416.json,1965,
10739656006662.json,1965,
33751760116343.json,1965,
49708966085229.json,1965,
14766870118299.json,1965,
30664236027361.json,1965,
45699896119382.json,1965,
01612596001689.json,1948,
36677106035794.json,1965,
19647331935121.json,1965,
19647336016356.json,1965,
33671166110365.json,1965,
37680236116859.json,1965,
43696906049241.json,1965,
49708700106344.json,1965,
37681303730702.json,1965,
19647336060495.json,1965,
09619296106678.json,1965,
39686196042428.json,1965,
20764146023915.json,1965,
30103060142026.json,1965,
36678436036511.json,1965,
19649316022180.json,1965,
23656156025191.json,1965,
33670583330388.json,1965,
33751766120455.json,1965,
30667466030738.json,1965,
43694196046809.json,1965,
19642461930213.json,1965,
15636936108575.json,1965,
39686506106322.json,1965,
20764140115527.json,1965,
10621666006191.json,1965,
38684786041438.json,1965,
43695836118541.json,1965,
36677106035901.json,1965,
55723716054910.json,1965,
37684523730942.json,1965,
15634046117915.json,1965,
39767600139956.json,1965,
19647330125609.json,1965,
39685930112565.json,1965,
15101571530310.json,1965,
43694014336137.json,1965,
34752830141895.json,1965,
43696660129718.json,1965,
49708216051874.json,1965,
44697736049613.json,1965,
39686766042634.json,1965,
19644366012587.json,1965,
39686760115303.json,1965,
15635030120865.json,1965,
30666706107692.json,1965,
41688826043525.json,1965,
33671246032320.json,1965,
40687596043129.json,1965,
51714646053441.json,1965,
15633216009021.json,1965,
19643946012223.json,1965,
17640226057434.json,1965,
34765056033617.json,1965,
36677106035844.json,1965,
54719025430335.json,1965,
36678506036628.json,1965,
37683383730363.json,1965,
19647336018626.json,1965,
33670586031975.json,1965,
34673140105916.json,1965,
48705656051254.json,1965,
19647336058192.json,1965,
01612346001481.json,1965,
19646671996420.json,1965,
30666476030092.json,1965,
49707220138248.json,1965,
37683386040026.json,1965,
48705406051221.json,1957,
39685850116608.json,1965,
19647336017479.json,1965,
54755310102186.json,1965,
36678500102830.json,1965,
31668866031199.json,1965,
41104130117143.json,1965,
23655656061667.json,1965,
19647336016638.json,1965,
37681970136408.json,1965,
19647336019467.json,1965,
37771560137323.json,1965,
37682216108559.json,1965,
49738824930046.json,1965,
19649986022693.json,1965,
38684786041156.json,1965,
37682216038798.json,1965,
19643030128306.json,1965,
10621666006555.json,1965,
19650376022800.json,1965,
16638756010276.json,1965,
19648576115273.json,1965,
13631491337138.json,1965,
01612590134015.json,1965,
10621660141127.json,1965,
45737006050413.json,1965,
19647336019871.json,1965,
30665896029151.json,1965,
01612596002174.json,1958,
19647330116954.json,1965,
19753091995786.json,1965,
10624306007231.json,1965,
19647336119093.json,1965,
49709126052161.json,1960,
01611926000947.json,1965,
49708056111066.json,1965,
37683386039739.json,1965,
07617390730549.json,1965,
34674476034821.json,1965,
36750696037287.json,1965,
37680236038038.json,1965,
47104700137372.json,1965,
24657892430601.json,1965,
43695916047955.json,1965,
39685026041800.json,1965,
57727106056444.json,1965,
19650941939537.json,1965,
36678766036800.json,1965,
43104390121483.json,1965,
09737836110498.json,1965,
43695186047377.json,1965,
06615980630046.json,1965,
01611500133876.json,1965,
19649076021927.json,1965,
43695756047807.json,1965,
43771490137315.json,1965,
19647336017750.json,1965,
19647256015341.json,1965,
07617966004881.json,1965,
37682130126995.json,1965,
07617546004295.json,1965,
36678506106538.json,1965,
30664646058929.json,1965,
32103220100057.json,1965,
30665483030145.json,1965,
34752830112425.json,1965,
50711676107023.json,1965,
19647336016141.json,1965,
23656152330454.json,1965,
19643296011860.json,1965,
56726036055768.json,1965,
34674396059364.json,1965,
36678766036768.json,1965,
01612596096523.json,1965,
19647330109199.json,1965,
45698564530762.json,1965,
19101990140798.json,1965,
19734371995695.json,1965,
54721086054332.json,1965,
34673306118012.json,1965,
43696906049282.json,1965,
44697990105858.json,1965,
19650606023071.json,1965,
01612006117543.json,1965,
01612590125716.json,1939,
41689656044135.json,1965,
56726036055800.json,1965,
43694014330759.json,1965,
37680236108492.json,1965,
33103303330123.json,1965,
43696746048938.json,1965,
04615070121509.json,1965,
33672073335973.json,1965,
19647090100610.json,1965,
41690620112722.json,1965,
24656986025472.json,1965,
15633216008866.json,1965,
36675956035224.json,1965,
15101571530500.json,1965,
38684786112601.json,1965,
19647330122226.json,1965,
44697996049670.json,1965,
19647901996404.json,1965,
01613090114421.json,1965,
24657550127597.json,1965,
37682966070858.json,1965,
50757390114561.json,1965,
19647336016950.json,1965,
12627456007736.json,1965,
19734371932326.json,1965,
15634796112791.json,1965,
41690396044887.json,1965,
05615726003461.json,1965,
42772140138388.json,1965,
30665976029391.json,1965,
27659876026033.json,1965,
19645686013767.json,1965,
24657890107672.json,1965,
30736356097372.json,1965,
56724546054993.json,1965,
37680566038111.json,1965,
19647330141564.json,1965,
56725386055289.json,1965,
39686766042618.json,1965,
24656806025456.json,1965,
43694014330866.json,1965,
36677106108062.json,1965,
19643296011837.json,1965,
43693696046189.json,1965,
05615640530055.json,1965,
34674396059299.json,1965,
15101570124040.json,1965,
19645506013536.json,1965,
19649986115513.json,1965,
10622400114587.json,1965,
19647330125625.json,1965,
15633626115257.json,1965,
04615310430108.json,1965,
30736506100861.json,1965,
09619030110155.json,1965,
30664640136762.json,1965,
36676786105712.json,1965,
39754990102392.json,1965,
17769761730050.json,1965,
33670586031934.json,1965,
19647336018667.json,1965,
19753090138297.json,1965,
19642616057475.json,1965,
15739086009757.json,1965,
42750100138891.json,1965,
19647336017438.json,1965,
37683386040067.json,1965,
37680490136614.json,1965,
30664230113712.json,1965,
37680236037949.json,1965,
19647336016679.json,1965,
39686760141358.json,1965,
19646836066765.json,1965,
49707220139048.json,1965,
54722560139105.json,1965,
19647336019426.json,1965,
41689166043897.json,1965,
24736192430031.json,1965,
19642876011514.json,1965,
37681976038541.json,1965,
10621666006514.json,1965,
36675956035232.json,1965,
50711676052823.json,1965,
36678766068191.json,1965,
24656986025464.json,1965,
30665483030368.json,1965,
57727105738802.json,1965,
19647336019830.json,1965,
30665896029110.json,1965,
19647330126623.json,1965,
19734371996040.json,1965,
34674396034029.json,1965,
41690886045165.json,1965,
01612426115505.json,1965,
49706564930855.json,1965,
56724546054985.json,1965,
27659876026025.json,1965,
37684526040596.json,1965,
31669100125740.json,1965,
19647330122119.json,1965,
19647330109249.json,1965,
01611190111765.json,1965,
37681300139063.json,1965,
56725530139592.json,1965,
09619036095301.json,1965,
30664640115501.json,1965,
42692606045702.json,1965,
07617886004568.json,1965,
39754990102384.json,1965,
04615316003321.json,1965,
33670820135251.json,1965,
53105380125633.json,1965,
12626871235209.json,1965,
30666473031929.json,1965,
06100660630111.json,1965,
19734606023352.json,1965,
37680980131813.json,1965,
15638426010243.json,1965,
10621666006282.json,1965,
10621666057327.json,1965,
31667956031066.json,1965,
45698806113260.json,1965,
33672156107957.json,1965,
07617476003917.json,1965,
19647330141572.json,1965,
19647336104822.json,1965,
45701364530309.json,1965,
49753586052369.json,1965,
30666706098552.json,1965,
06100660136580.json,1965,
19647176015101.json,1965,
07616486057178.json,1965,
01612596113807.json,1965,
30665636028963.json,1965,
36677100108191.json,1965,
30666476030084.json,1965,
19647336058184.json,1965,
19650606023030.json,1965,
35675383530029.json,1965,
19753331935808.json,1965,
30665556028906.json,1965,
10625396112387.json,1965,
30665226028682.json,1965,
19649071933324.json,1965,
31668520121608.json,1965,
47705086119259.json,1965,
54719930123653.json,1965,
03739816107387.json,1965,
33669776031520.json,1965,
19649986022685.json,1965,
19647176015044.json,1965,
56724626055099.json,1965,
19647330124560.json,1965,
43696414332904.json,1965,
54718606053938.json,1965,
36678760120568.json,1965,
07617546118087.json,1965,
19647336058242.json,1965,
50755646052880.json,1965,
45699894530234.json,1965,
30665226028401.json,1965,
50710436052450.json,1965,
33670336031736.json,1965,
43694274330361.json,1965,
19645686013726.json,1965,
23655812330090.json,1965,
39685853934759.json,1965,
37683386039390.json,1965,
36103630140012.json,1965,
39685936042345.json,1965,
30666216116586.json,1965,
56725386055362.json,1965,
48705320122267.json,1965,
36750776035257.json,1965,
15633620110775.json,1965,
37683380101345.json,1965,
36676786111710.json,1965,
19647336018519.json,1965,
01612000130393.json,1965,
07617546004329.json,1965,
37679916037741.json,1965,
10739656115521.json,1965,
37680236037915.json,1965,
34673146112106.json,1965,
16638756010284.json,1965,
24657486025514.json,1965,
19648576115281.json,1965,
33670583333192.json,1965,
19647331995448.json,1965,
19647331930650.json,1965,
10622406006720.json,1965,
41690620126722.json,1965,
09737836005623.json,1965,
36675956098503.json,1965,
43694844334850.json,1965,
30665226028666.json,1965,
30736436118764.json,1965,
01750930131615.json,1965,
13631640138917.json,1965,
36679590114256.json,1965,
43694846047336.json,1965,
33752426032874.json,1965,
10621586006050.json,1965,
33751926116453.json,1965,
40687006042931.json,1947,
37679676109953.json,1965,
20652012030047.json,1965,
36678763631090.json,1965,
10621666006118.json,1965,
34765056059257.json,1965,
10623800136499.json,1965,
38684786059828.json,1965,
19650456071682.json,1965,3000
50710680132662.json,1965,
10621666006548.json,1965,
49708960102525.json,1965,
40104054030078.json,1965,
37683386114292.json,1965,
37683386040257.json,1965,
19647330121293.json,1965,
52714726053615.json,1965,
36676786107270.json,1965,
19647330111625.json,1965,
01612756002281.json,1965,
01612340130054.json,1965,
07617966004873.json,1965,
56768286055610.json,1965,
19643376011886.json,1965,
42767864235727.json,1965,
30664646094619.json,1965,
19647336019616.json,1965,
19734376120877.json,1965,
36676373630290.json,1965,
37683386039374.json,1965,
39685856100366.json,1965,
01612590130732.json,1965,
22655326103477.json,1965,
19646670140970.json,1965,
19645506013593.json,1965,
39686270136028.json,1876,
15633216009047.json,1965,
39686766042717.json,1965,
19648816021612.json,1965,
45698564530051.json,1965,
30665976029334.json,1965,
43696826049068.json,1965,
07617540734764.json,1965,
04615070110072.json,1965,
36676523630571.json,1965,
34673140111732.json,1965,
43695186047385.json,1965,
34674396034219.json,1965,
19647336015770.json,1965,
54718605430095.json,1965,
36739573630365.json,1965,
41690216044739.json,1965,
36739570110718.json,1965,
36678766036958.json,1965,
50711676052740.json,1965,
41690704132551.json,1965,
37683043735974.json,1965,
31669100139857.json,1965,
31668940102293.json,1965,
49706800112987.json,1965,
30739246058879.json,1965,
04614240111039.json,1965,
30664646109474.json,1965,
56725465632849.json,1965,
48705736060180.json,1965,
37682966107460.json,1965,
12101246008221.json,1965,
19647336016737.json,1965,
33670820101139.json,1965,
30666706030431.json,1965,
50757396118814.json,1965,
56737596055925.json,1965,
01612910141473.json,1965,
19734456068811.json,1965,
36677026035786.json,1965,
40687004030151.json,1965,
43693936046601.json,1965,
19647336018683.json,1965,
24657892430098.json,1965,
19650606068878.json,1965,
36676786109813.json,1965,
37683386040083.json,1965,
24658706025829.json,1965,
50757395036884.json,1965,
19647250131938.json,1965,
09618380107227.json,1965,
10621666006266.json,1965,
15638266105415.json,1965,
36675870107441.json,1965,
43696094334736.json,1965,
15635290125062.json,1965,
39685856042220.json,1965,
30664236027429.json,1965,
24657890127373.json,1965,
50712906053086.json,1965,
43696906049159.json,1965,
21653186024194.json,1965,
07617966004824.json,1965,
19646340128991.json,1965,
09100900930131.json,1965,
07617886084966.json,1965,
19647330124479.json,1965,
07616970737023.json,1965,
01612420126763.json,1965,
43693856046411.json,1965,
36678500121160.json,1965,
37682960108332.json,1965,
37683386107056.json,1965,
30665226028518.json,1965,
12626796007678.json,1965,
21654172132264.json,1965,
33670823330065.json,1965,
34674136033716.json,1965,
07616556117410.json,1965,
19643291931088.json,1965,
43694356047138.json,1965,
37683383731056.json,1965,
33671160108639.json,1965,
01613096002554.json,1965,
33670336031785.json,1965,
55723636054902.json,1965,
19647336018816.json,1965,
39754996114490.json,1965,
51714230132977.json,1965,
19643941931823.json,1965,
43694840114496.json,1965,
15633626107627.json,1965,
15633216008882.json,1965,
37684520118430.json,1965,
10625470135103.json,1965,
13630996111587.json,1965,
37683380132316.json,1965,
36676946097646.json,1965,
36678196036206.json,1965,
34673140131516.json,1965,
49738826109169.json,1965,
33670336031843.json,1965,
21653186024244.json,1965,
19647331931450.json,1965,
37684113738234.json,1965,
36679186037329.json,1965,
56768286055578.json,1965,
44697996108146.json,1965,
01612006001341.json,1965,
36675870112086.json,1965,
33670586118863.json,1965,
49706564930848.json,1965,
19647746020242.json,1965,
14632896008775.json,1965,
19647331937838.json,1965,
19647330127886.json,1965,
56737596055933.json,1965,
30664236027346.json,1965,
54722566110902.json,1965,
30736356106926.json,1965,
10621666006159.json,1965,
38684786059869.json,1965,
34674210137950.json,1965,
20651776023865.json,1965,
21654176113229.json,1965,
38684783830437.json,1965,500
58727516056832.json,1965,
07617966004998.json,1965,
07617966004832.json,1965,
43733876047609.json,1965,
30736356071153.json,1965,
37682216038814.json,1965,
19647336019657.json,1965,
30664316058812.json,1965,
19646836014781.json,1965,
12101240106153.json,1965,
43693776068928.json,1965,
19753096107494.json,1965,
35103553530045.json,1965,
19647336057954.json,1965,
19647336061535.json,1965,
30665976029375.json,1965,
33670336031793.json,1965,
19645686013783.json,1965,
21654172132272.json,1965,
37103710134577.json,1965,
34674476034938.json,1965,
43694840100990.json,1965,
37683956040521.json,1965,
31667870126664.json,1965,
19734456014419.json,1965,
19648816120265.json,1965,
07618040734368.json,1965,
30736436118772.json,1965,
43696746048821.json,1965,
01612596002190.json,1965,
29663320125955.json,1965,
30736506068647.json,1965,
39685850102640.json,1965,
56726036060354.json,1965,
42691206045272.json,1965,
30667460119925.json,1965,
19647330139089.json,1965,
01611766056907.json,1965,
30739246029078.json,1965,
33751926110084.json,1965,
30664236027254.json,1965,
43693696046213.json,1965,
36678503630597.json,1965,
19647336019483.json,1965,
01611926001127.json,1965,
19101990140681.json,1965,40000
33670586031991.json,1965,
33751926107254.json,1965,
34674393434636.json,1965,
37683046107999.json,1965,
19647336017537.json,1965,
19647336058176.json,1965,
07617626004428.json,1965,
34739733430378.json,1965,
37683380118315.json,1965,
30666476030076.json,1965,
34765050108837.json,1965,
54768366054050.json,1965,
50736010124073.json,1965,
19645506013585.json,1965,
01612596001929.json,1960,
56768280142190.json,1965,
30664646111793.json,1965,
07617966004865.json,1965,
33751763330115.json,1965,
19647330121285.json,1965,
19647330126540.json,1965,
37103710138016.json,1965,
42691206119812.json,1965,
19648166020770.json,1965,
41690706068282.json,1965,
19649076021869.json,1965,
33752006117659.json,1965,
19646596014666.json,1965,
19647096014963.json,1965,
19647336018154.json,1965,
36677106106470.json,1965,
30665226028559.json,1965,
19642791931765.json,1965,
56737595630108.json,1965,11975
04615496003354.json,1965,
37683386096598.json,1965,
43693690126284.json,1965,
34674396111389.json,1965,
19734451938935.json,1965,
19647336018857.json,1965,
43694356117956.json,1965,
43694356047179.json,1965,
33751920108506.json,1965,
33670333331600.json,1965,
15633216008841.json,1965,
43104390125799.json,1965,
19642611995299.json,1965,
19734376066732.json,1965,
33669776031546.json,1965,
39686766118871.json,1965,
36676456104525.json,1965,
15638006010136.json,1965,
56725465631619.json,1965,
34674130114660.json,1965,
07617546112395.json,1965,
15633620140731.json,1965,
38684786040737.json,1965,
19649316022164.json,1965,
47703836050835.json,1965,
10622651033703.json,1965,
33752006107858.json,1965,
15636280122853.json,1965,
07618046005144.json,1965,
19646670124099.json,1965,
50711006052559.json,1965,
27660926058739.json,1965,
34673146033104.json,1965,
19647331932250.json,1965,
10622656006738.json,1965,
37681556117303.json,1965,
44697996049712.json,1965,
33103300110833.json,1965,
03739816002844.json,1965,
33103300137869.json,1965,
31669106111959.json,1965,
41690216044754.json,1965,
01751016002323.json,1965,
09619780108258.json,1965,
10624146007207.json,1965,
10623316007009.json,1965,
42691460102129.json,1965,
29768776110746.json,1965,
19647330127795.json,1965,
07100746118368.json,1965,
30665976029359.json,1965,
34674396033948.json,1965,
21654176024582.json,1965,
19647336061519.json,1965,
43695836118376.json,1965,
09618380129965.json,1965,
27751500118349.json,1965,
19734520141465.json,1965,
42767866045827.json,1965,
01611436105316.json,1965,
30736506089445.json,1965,
19649071937028.json,1965,
30666216029987.json,1965,
27661342731115.json,1965,
19757136011043.json,1965,
43733876047625.json,1965,
19648736117444.json,1965,
27660922732808.json,1965,
39103973930195.json,1965,
48705406051197.json,1965,
19647330102434.json,1965,
19734456014120.json,1965,
36678430127837.json,1965,
19645276013379.json,1965,
54721736054399.json,1965,
34673143430311.json,1965,
43693696068910.json,1965,
19642876096135.json,1965,
42691126045264.json,1965,
36679186037352.json,1965,
38684786040760.json,1965,
05100580530048.json,1965,
36739576037394.json,1965,
20652432035707.json,1965,
19648406021133.json,1965,
36678430110569.json,1965,
33672490140921.json,1965,
30666706114631.json,1965,
33736766114789.json,1965,
19647331932342.json,1965,
19647331931997.json,1965,
19647330122606.json,1965,
19645926013981.json,1965,
51714156053300.json,1965,
36677106059406.json,1965,
30666703034998.json,1965,
56726525630348.json,1965,
37683386039572.json,1965,
01611766056881.json,1965,
19647330109413.json,1965,
50712666106934.json,1965,
33671996111843.json,1965,
44697994430203.json,1965,
10767781038298.json,1965,
36676780100578.json,1965,
30647666020127.json,1965,
34674396033765.json,1965,
19647336019913.json,1965,
33672156032767.json,1965,
33670330110635.json,1965,
24657226025498.json,1965,
37682136097190.json,1965,
34765056033427.json,1965,
19734526022289.json,1965,
19647336019293.json,1965,
19647336016166.json,1965,
01613096002539.json,1965,
01612590100701.json,1965,
30736436030639.json,1965,
54718605430806.json,1965,
33751920108480.json,1965,
15633216009138.json,1965,
37683460106328.json,1965,
37737913737632.json,1965,
30665226028575.json,1965,
19647256015366.json,1965,
37684116059760.json,1965,
39685440105718.json,1965,
31669106031223.json,1965,
01611436056857.json,1965,
19647331932987.json,1965,
37764710127605.json,1965,
37681140131920.json,1965,
12753746007843.json,1965,
27662336092688.json,1965,
36677360136937.json,1965,
30666216114565.json,1965,
12101246077192.json,1965,
30666706113377.json,1965,
37683380114033.json,1965,
07616486003578.json,1965,
04614326003115.json,1965,
19643111931021.json,1965,
42767866062095.json,1965,
43696744338802.json,1965,
34673226033120.json,1965,
27660920115642.json,1965,
33103300140780.json,1965,
34673140108753.json,1965,
19648406021125.json,1965,
15737426009617.json,1965,
30665976029524.json,1965,
07617546004162.json,1965,
30664640100909.json,1965,
33670336107668.json,1965,
15633626112262.json,1965,
26736686025936.json,1965,
30664646098495.json,1965,
10751271030261.json,1965,
30666476119556.json,1965,
19647336019905.json,1965,
36677776036040.json,1965,
37684526040620.json,1965,
10624140123463.json,1965,
33671246107080.json,1965,
30736356095145.json,1965,
19647330109405.json,1965,
19645016013254.json,1965,
37683386039564.json,1965,
30736430139774.json,1965,
44697996049753.json,1965,
34103480106294.json,1965,
37684113730405.json,1965,
47704664738753.json,1965,
47736844731253.json,1965,
49708546051940.json,1965,
30647666020218.json,1965,
36678766036974.json,1965,
33670330131607.json,1965,
38684780119875.json,1965,
27659616117691.json,1965,
22102236105308.json,1965,
34674396034235.json,1965,
54719446054092.json,1965,
33672496115125.json,1965,
36678506111736.json,1965,
33672156112676.json,1965,
36739573631108.json,1965,
34752836117527.json,1965,
36678766067078.json,1965,
42691200131623.json,1965,
19647336107403.json,1965,
19647336019285.json,1965,
37683380114025.json,1965,
19647336057939.json,1965,
19734601932862.json,1965,
04615316113526.json,1965,
38771310137307.json,1965,
30103066069553.json,1965,
10622650106815.json,1965,
19642796011241.json,1965,
10625396007413.json,1965,
24658706109425.json,1965,
37683386039358.json,1955,
39686766042691.json,1965,
30665973034907.json,1965,
37681063735313.json,1965,
37679676037535.json,1965,
28662666026892.json,1965,
21653676024350.json,1965,
27661756026637.json,1965,
19643291937598.json,1965,
30664566027486.json,1965,
37682960111187.json,1965,
31669440106807.json,1965,
19643116011753.json,1965,
01612756002307.json,1965,
37683386069116.json,1965,
19645276013338.json,1952,
27660682730174.json,1965,
19649316022172.json,1965,
37683380141317.json,1965,
56725205634076.json,1965,
19650606023105.json,1965,
37682136038681.json,1965,
43695186047468.json,1965,
42692294233029.json,1965,
33669930113936.json,1965,
10621666116651.json,1965,
56737596055909.json,1965,
07616486003610.json,1965,
34674476034797.json,1965,
07617966057210.json,1965,
38684786041560.json,1965,
37681976038566.json,1965,
13630736008262.json,1965,
28662660109140.json,1965,
43695916048003.json,1965,
36677366035935.json,1965,
44697996049704.json,1965,
30664236027239.json,1965,
56725465634548.json,1965,
34674390133777.json,1965,
15634120116384.json,1965,
37683386039499.json,1965,
08618206005375.json,1965,
16638916010342.json,1965,
13631316008502.json,1952,
09619786005706.json,1965,
34673146033112.json,1965,
19647741935428.json,1965,
19734526022362.json,1965,
58727690123570.json,1961,
33672156032726.json,1965,
48705734830113.json,1965,
26102642630028.json,1965,
37683043735958.json,1965,
39685853930443.json,1965,
13101320131094.json,1965,
19648320100644.json,1965,
34674136033690.json,1965,
19734370134338.json,1965,
13630996008387.json,1965,
15634046009377.json,1965,
15633216009179.json,1965,
47704826050942.json,1965,
15634120100529.json,1965,
51714495130042.json,1965,
30665226028534.json,1965,
19647336018139.json,1965,
33670333330586.json,1965,
33672156059141.json,1965,
43696746049027.json,1965,
19647330102137.json,1965,
19646836099030.json,1965,
32669696031470.json,1965,
34674476034847.json,1965,
07617966004808.json,1965,
37681303730066.json,1965,
07618040736504.json,1965,
43733876047633.json,1965,
19643036057517.json,1965,
19648656117584.json,1965,
33751923330495.json,1965,
43696906049175.json,1965,
10622656088959.json,1965,
19647331996073.json,1965,
30665066028088.json,1961,
01611926000921.json,1965,
19647336116750.json,1965,
19647330108886.json,1965,
07618040116541.json,1965,
54722316108385.json,1965,
54719935430236.json,1965,
36679340142075.json,1965,
37681060111195.json,1965,
36678766068712.json,1965,
19642616011183.json,1965,
36750770141457.json,1965,
01611196090021.json,1965,
33670586109045.json,1965,
36677856102909.json,1965,
49708056051858.json,1965,
37683536040331.json,1965,
36676110138834.json,1965,
28662666026918.json,1965,
33670336117998.json,1965,
43696664333522.json,1965,
19647906020424.json,1965,
36750696037279.json,1965,
30667466030928.json,1965,
49738820135053.json,1965,
17640220107706.json,1965,
57727100101162.json,1965,
33672496032817.json,1965,
36678506108864.json,1965,
20764142030013.json,1965,
13632066008627.json,1965,
01611506090351.json,1965,
44104476069397.json,1965,
19642956057491.json,1965,
44697656049605.json,1965,
19644366012447.json,1965,
30666213031952.json,1965,
39686270117796.json,1965,
37684036040554.json,1876,
36678013630266.json,1965,
34672806032890.json,1965,
56737595637004.json,1965,
39686766042824.json,1965,
37682056038665.json,1965,
43694356110159.json,1965,
56725530101378.json,1965,
30665483031895.json,1965,
37683386059646.json,1965,
10621666103832.json,1965,
33671246103519.json,1965,
19647256109292.json,1965,
19647336017891.json,1965,
19649801933373.json,1965,
27738252730141.json,1965,
15633216008965.json,1965,
30664496101901.json,1965,
30665976029441.json,1965,
34752830135194.json,1965,84000
42692290100651.json,1965,
19647330122630.json,1965,
19647336019533.json,1965,
19649806022560.json,1965,
19647330115113.json,1965,
19646836085658.json,1965,
01612910134528.json,1965,
57727106066260.json,1965,
15635036108468.json,1965,
37683386039952.json,1965,
42691466045306.json,1965,
30664640100883.json,1965,
36678436036594.json,1965,
19647336017487.json,1965,
19647330111500.json,1965,
07618046005060.json,1965,
37683386059703.json,1965,
19650456022891.json,1965,
36678760127357.json,1965,
36678196036420.json,1965,
19647256015242.json,1965,
47704664735403.json,1965,
40688096043277.json,1965,
19648166020697.json,1965,
19647336061485.json,1965,
19647336016042.json,1965,
38684780123505.json,1965,
27738256026405.json,1965,
19647330112052.json,1965,
42691206107007.json,1965,
38684786097919.json,1965,
19734370141648.json,1965,
53738335330030.json,1965,
19650521995745.json,1965,
43697086049290.json,1965,
36675870125880.json,1965,
10624306007298.json,1965,
23738660107250.json,1965,
44698156049894.json,1965,
15637506096127.json,1965,
33672156032585.json,1965,
33671736032429.json,1965,
01751016002315.json,1965,
30665306028864.json,1965,
19644446057608.json,1965,
39773880140392.json,1965,
19647906020473.json,1965,
41690706059984.json,1965,
19642876011456.json,1965,
30736436030571.json,1965,
23655812330306.json,1965,
49708396051882.json,1965,
37683386097844.json,1965,
10621666006456.json,1965,
56739400121426.json,1965,
30666700101626.json,1965,
30666706119127.json,1965,
37682216038731.json,1965,
33669776106074.json,1965,
15633216008932.json,1965,
37683386039143.json,1965,
44754326049936.json,1965,
37683616068159.json,1965,
19648570133173.json,1965,
