cds_code,year_built,max_sqft
30666706030241,1965,
30666706030266,1965,
30666706030282,1965,
30666706030308,1965,
30666706030316,1965,
30666706030324,1965,
30666706030332,1965,
30666706030357,1965,
30666706030365,1965,
30666706030399,1965,
30666706030407,1965,
30666706030415,1965,
30666706030431,1965,
30666706030449,1965,
30666706058978,1965,
30666706058986,1965,
30666706061741,1965,
30666706061758,1965,
30666706071195,1965,
30666706095152,1965,
30666706098552,1965,
30666706099816,1965,
30666706102826,1965,
30666706107692,1965,
30666706108484,1965,
30666706109904,1965,
30666706110175,1965,
30666706110183,1965,
30666706113377,1965,
30666706114631,1965,
30666706115133,1965,
30666706115836,1965,
30666706116917,1965,
30666706117899,1965,
30666706119127,1965,
30666966030456,1965,
30666966030464,1965,
30666966030472,1965,
30666966030506,1965,
30667460119925,1965,
30667466030712,1965,
30667466030720,1965,
30667466030738,1965,
30667466030753,1965,
30667466030761,1965,
30667466030787,1965,
30667466030795,1965,
30667466030811,1965,
30667466030829,1965,
30667466030837,1965,
30667466030852,1965,
30667466030860,1965,
30667466030878,1965,
30667466030886,1965,
30667466030928,1965,
30736353030061,1965,
30736353030079,1965,
30736353030244,1965,
30736353030392,1965,
30736353030509,1965,
30736353034956,1965,
30736356030142,1965,
30736356030159,1965,
30736356030175,1965,
30736356030183,1965,
30736356030530,1965,
30736356066872,1965,
30736356071153,1965,
30736356071161,1965,
30736356085336,1965,
30736356085351,1965,
30736356089494,1965,
30736356089502,1965,
30736356089510,1965,
30736356094668,1965,
30736356094676,1965,
30736356095145,1965,
30736356096044,1965,
30736356097372,1965,
30736356101059,1965,
30736356106926,1965,
30736356109540,1965,
30736356110845,1965,
30736356110936,1965,
30736356111561,1965,
30736356112452,1965,
30736356112577,1965,
30736356114888,1965,
30736430102871,1965,
30736430102889,1965,
30736430121152,1965,
30736430133488,1965,
30736430139774,1965,
30736433030590,1965,
30736433032109,1965,
30736433032919,1965,
30736433037553,1965,
30736436030548,1965,
30736436030555,1965,
30736436030571,1965,
30736436030589,1965,
30736436030605,1965,
30736436030613,1965,
30736436030621,1965,
30736436030639,1965,
30736436030662,1965,
30736436030688,1965,
30736436030696,1965,
30736436030704,1965,
30736436066898,1965,
30736436085377,1965,
30736436113054,1965,
30736436114482,1965,
30736436116305,1965,
30736436118764,1965,
30736436118772,1965,
30736500127472,1965,
30736500129155,1965,
30736500129296,1965,
30736500133389,1965,
30736500133405,1965,
30736500135137,1965,
30736500136689,1965,
30736500138719,1965,
30736500140988,1965,
30736500141119,1965,
30736503030129,1965,
30736503030152,1965,
30736503030285,1965,
30736503030467,1965,
30736503030657,1965,
30736503035102,1965,
30736506030191,1965,
30736506068647,1965,
30736506071179,1965,
30736506085344,1965,
30736506089429,1965,
30736506089437,1965,
30736506089445,1965,
30736506094718,1965,
30736506095137,1965,
30736506096184,1965,
30736506096192,1965,
30736506096200,1965,
30736506097042,1965,
30736506098511,1965,
30736506098529,1965,
30736506100317,1965,
30736506100838,1965,
30736506100861,1965,
30736506100879,1965,
30736506102719,1965,
30736506106850,1965,
30736506107502,1965,
30736506108799,1965,
30736506111876,1965,
30736506115455,1965,
30736506115786,1965,
30736506120141,1965,
30739243033917,1965,
30739246029045,1965,
30739246029052,1965,
30739246029060,1965,
30739246029078,1965,
30739246029086,1965,
30739246030514,1965,
30739246058853,1965,
30739246058879,1965,
30768930130765,1965,
31667616031009,1965,
31667796031017,1965,
31667870126664,1965,
31667876031033,1965,
31667876109680,1965,
31667876112700,1965,
31667956031066,1965,
31668296031108,1965,
31668296101778,1965,
31668296109029,1965,
31668296111702,1965,
31668296113443,1965,
31668296113971,1965,
31668296116230,1965,
31668376031116,1965,
31668450117150,1965,
31668456031124,1965,
31668456031132,1965,
31668456031140,1965,
31668456031165,1965,
31668456031173,1965,
31668456117824,1965,
31668520120105,1965,
31668520121608,1965,
31668520127928,1965,
31668866031199,1965,
31668866111694,1965,
31668940102293,1965,
31668940138081,1965,
31668943131687,1965,
31668943131851,1965,
31668943132453,1965,
31668943135704,1965,
31669100102798,1965,
31669100102806,1965,
31669100116624,1965,
31669100125740,1965,
31669100127639,1965,
31669100135178,1965,
31669100139857,1965,
31669100142067,1965,
31669103130234,1965,
31669103130242,1965,
31669106031223,1965,
31669106031231,1965,
31669106031249,1965,
31669106031256,1965,
31669106031280,1965,
31669106106108,1965,
31669106109482,1965,
31669106111959,1965,
31669106111967,1965,
31669106116099,1965,
31669106117790,1965,
31669280116459,1965,
31669280121418,1965,
31669280139840,1965,
31669280141622,1965,
31669283130119,1965,
31669283130176,1965,
31669283130184,1965,
31669283130309,1965,
31669283135308,1965,
31669283136504,1965,
31669440106807,1965,
31669440121624,1965,
31669443130010,1965,
31669443130077,1965,
31669443130192,1965,
31669443138500,1965,
31669446031298,1965,
31669446031306,1965,
31669446031314,1965,
31669446031322,1965,
31669446094502,1965,
31669446113062,1965,
31669510106443,1965,
31669510108514,1965,
31669510111385,1965,
31669510113068,1965,
31669510135871,1965,
31669510139246,1965,
31669510139709,1965,
31669510140541,1965,
31669513130036,1965,
31669513130168,1965,
31669513134657,1965,
31669516031363,1965,
31669516085252,1965,
31669516098610,1965,
31669516108351,1965,
31669516117493,1965,
31750850108050,1965,
31750850108084,1965,
31750850117879,1965,
31750850119487,1965,
31750850121244,1965,
31750850141259,1965,
31750853130150,1965,
31750853130200,1965,
31750853130218,1965,
31750856031207,1965,
31750856031215,1965,
31750856100903,1965,
31750856109870,1965,
31750856110647,1965,
31750856111975,1965,
31750856115844,1965,
31750856116057,1965,
31750856118392,1965,
31750856118517,1965,
31750856118533,1965,
31750856119853,1965,
32103220100057,1965,
32103220108001,1965,
32103226117360,1965,
32669693230034,1965,
32669693230042,1965,
32669693230083,1965,
32669693232006,1965,
32669693233509,1965,
32669693235603,1965,
32669693236007,1965,
32669696031413,1965,
32669696031421,1965,
32669696031470,1965,
32669696110308,1965,
33103300110833,1965,
33103300125237,1965,
33103300125385,1965,
33103300128397,1965,
33103300128777,1965,
33103300136168,1965,
33103300137836,1965,
33103300137851,1965,
33103300137869,1965,
33103300138024,1965,
33103300138602,1965,
33103300139428,1965,
33103300140780,1965,
33103303330123,1965,
33103303331055,1965,
33103306069207,1965,
33316253330834,1965,
33669770113597,1965,
33669770113605,1965,
33669770125732,1965,
33669770134171,1965,
33669770134189,1965,
33669770135061,1965,
33669770136143,1965,
33669773330008,1965,
33669773334299,1965,
33669773337128,1965,
33669776031496,1965,
33669776031504,1965,
33669776031512,1965,
33669776031520,1965,
33669776031538,1965,
33669776031546,1965,
33669776031553,1965,
33669776031579,1965,
33669776031587,1965,
33669776031595,1965,
33669776098156,1965,
33669776106074,1965,
33669776107304,1965,
33669776108104,1965,
33669776116339,1965,
33669776120109,1965,
33669853330214,1965,
33669853330222,1965,
33669853330974,1965,
33669856031603,1965,
33669856031611,1965,
33669856031629,1965,
33669856031637,1965,
33669856112080,1965,
33669930101006,1965,
33669930102749,1965,
33669930106062,1965,
33669930113936,1965,
33669930116947,1965,
33669930127142,1965,
33669930129882,1965,
33669930136788,1965,
33669930139360,1965,
33669930140632,1965,
33669930141366,1965,
33669933330479,1965,
33669933330842,1965,
33669933331089,1965,
33669936031652,1965,
33669936031660,1965,
33670330100966,1965,
33670330100974,1965,
33670330100982,1965,
33670330105791,1965,
33670330105809,1965,
33670330110106,1965,
33670330110627,1965,
33670330110635,1965,
33670330110643,1965,
33670330110759,1965,
33670330113647,1965,
33670330113654,1965,
33670330119321,1965,
33670330123828,1965,
33670330131607,1965,
33670330135574,1965,
33670330139782,1965,
33670333330131,1965,
33670333330446,1965,
33670333330586,1965,
33670333330602,1965,
33670333330701,1965,
33670333331600,1965,
33670333334232,1965,
33670336031736,1965,
33670336031751,1965,
33670336031785,1965,
33670336031793,1965,
33670336031801,1965,
33670336031819,1965,
33670336031827,1965,
33670336031835,1965,
33670336031843,1965,
33670336031850,1965,
33670336031868,1965,
33670336031876,1965,
33670336031884,1965,
33670336059026,1965,
33670336059034,1965,
33670336059042,1965,
33670336061766,1965,
33670336068753,1965,
33670336084669,1965,
33670336107668,1965,
33670336107676,1965,
33670336110589,1965,
33670336112957,1965,
33670336114151,1965,
33670336116404,1965,
33670336116412,1965,
33670336117998,1965,
33670336120364,1965,
33670336120372,1965,
33670416031900,1965,
33670580100164,1965,
33670580107961,1965,
33670580108464,1965,
33670580110791,1965,
33670580111021,1965,
33670580114504,1965,
33670580118885,1965,
33670580119305,1965,
33670580136770,1965,
33670583330388,1965,
33670583330669,1965,
33670583330909,1965,
33670583331113,1965,
33670583333192,1965,
33670586031926,1965,
33670586031934,1965,
33670586031959,1965,
33670586031967,1965,
33670586031975,1965,
33670586031983,1965,
33670586031991,1965,
33670586032007,1965,
33670586032015,1965,
33670586106082,1965,
33670586107759,1965,
33670586108955,1965,
33670586109045,1965,
33670586109789,1965,
33670586109797,1965,
33670586113880,1965,
33670586116636,1965,
33670586118855,1965,
33670586118863,1965,
33670820101121,1965,
33670820101139,1965,
33670820102772,1965,
33670820102780,1965,
33670820106716,1965,
33670820107359,1965,
33670820113159,1965,
33670820116962,1965,
33670820120675,1965,
33670820135251,1965,
33670820141192,1965,
33670823330065,1965,
33670823330503,1965,
33670823330537,1965,
33670823332673,1965,
33670826032080,1965,
33670826032114,1965,
33670826032122,1965,
33670826032130,1965,
33670826032148,1965,
33670826032155,1965,
33670826084628,1965,
33670826106728,1965,
33670826109805,1965,
33670826110415,1965,
33670826112007,1965,
33670826118731,1965,
33670900114157,1965,
33670900136721,1965,
33670903330412,1965,
33670903334687,1965,
33670903337136,1965,
33670906032163,1965,
33670906032171,1965,
33670906032189,1965,
33670906032197,1965,
33670906032205,1965,
33670906032213,1965,
33670906032221,1965,
33670906032239,1965,
33670906032247,1965,
33670906059075,1965,
33670906061774,1965,
33670906104491,1965,
33670906105837,1965,
33670906106835,1965,
33670906106843,1965,
33670906110548,1965,
33670906111280,1965,
33670906112858,1965,
33670906113518,1965,
33671160100503,1965,
33671160108639,1965,
33671160109843,1965,
33671160110601,1965,
33671160116749,1965,
33671160116756,1965,
33671160119206,1965,
33671160125906,1965,
33671160134080,1965,
33671160136838,1965,
33671160140574,1965,
33671160141994,1965,
33671166107197,1965,
33671166108229,1965,
33671166110365,1965,
33671166113864,1965,
33671166119721,1965,
33671240102731,1965,
33671240105940,1965,
33671240108134,1965,
33671240128868,1965,
33671243330396,1965,
33671243330438,1965,
33671243330800,1965,
33671243330958,1965,
33671243331071,1965,
33671243333762,1965,
33671243333770,1965,
33671246032288,1965,
33671246032304,1965,
33671246032312,1965,
33671246032320,1965,
33671246032338,1965,
33671246103501,1965,
33671246103519,1965,
33671246104582,1965,
33671246105514,1965,
33671246106041,1965,
33671246106058,1965,
33671246106066,1965,
33671246106942,1965,
33671246106967,1965,
33671246107080,1965,
33671246107643,1965,
33671246107890,1965,
33671246108674,1965,
33671246108690,1965,
33671246108716,1965,
33671246108724,1965,
33671246108732,1965,
33671246109110,1965,
33671246109508,1965,
33671246109979,1965,
33671246110027,1965,
33671246110928,1965,
33671576032353,1965,
33671576109334,1965,
33671576111488,1965,
33671730105767,1965,
33671730118943,1965,
33671730123703,1965,
33671730127316,1965,
33671730133090,1965,
33671733330578,1965,
33671733330818,1965,
33671733331121,1965,
33671733335130,1965,
33671736032387,1965,
33671736032395,1965,
33671736032403,1965,
33671736032411,1965,
33671736032429,1965,
33671736032437,1965,
33671736032445,1965,
33671736032452,1965,
33671736059091,1965,
33671736059109,1965,
33671736102560,1965,
33671736106207,1965,
33671736107601,1965,
33671736108443,1965,
33671736108450,1965,
33671736111025,1965,
33671736112692,1965,
33671736115448,1965,
33671810138610,1965,
33671813331139,1965,
33671813335759,1965,
33671816032460,1965,
33671816032478,1965,
33671816032494,1965,
33671990110577,1965,
33671990110585,1965,
33671990133579,1965,
33671996032502,1965,
33671996032510,1965,
33671996105571,1965,
33671996111843,1965,
33671996120547,1965,
33672070101170,1965,
33672070113191,1965,
33672070134981,1965,
33672070137620,1965,
33672070140491,1965,
33672073330172,1965,
33672073330727,1965,
33672073335973,1965,
33672076106223,1965,
33672150100545,1965,
33672150111252,1965,
33672150114181,1965,
33672150115709,1965,
33672150119180,1965,
33672150126128,1965,
33672150131359,1965,
33672153330024,1965,
33672153330362,1965,
33672153330511,1965,
33672153330677,1965,
33672153330859,1965,
33672153334406,1965,
33672153336237,1965,
33672153336492,1965,
33672153336955,1965,
33672156032528,1965,
33672156032536,1965,
33672156032544,1965,
33672156032569,1965,
33672156032577,1965,
33672156032585,1965,
33672156032601,1965,
33672156032619,1965,
33672156032627,1965,
33672156032635,1965,
33672156032650,1965,
33672156032668,1965,
33672156032684,1965,
33672156032692,1965,
33672156032700,1965,
33672156032718,1965,
33672156032726,1965,
33672156032734,1965,
33672156032742,1965,
33672156032767,1965,
33672156032775,1965,
33672156032783,1965,
33672156059125,1965,
33672156059133,1965,
33672156059141,1965,
33672156059158,1965,
33672156061790,1965,
33672156099188,1965,
33672156107957,1965,
33672156109011,1965,
33672156112668,1965,
33672156112676,1965,
33672156120075,1965,
33672310113746,1965,
33672310114066,1965,
33672310127761,1965,
33672310141598,1965,
33672316032791,1965,
33672316109581,1965,
33672490102715,1965,
33672490102723,1965,
33672490121319,1965,
33672490123844,1965,
33672490138925,1965,
33672490140921,1965,
33672490142117,1965,
33672493331006,1965,
33672493337649,1965,
33672493337656,1965,
33672496032817,1965,
33672496059166,1965,
33672496106884,1965,
33672496109490,1965,
33672496114748,1965,
33672496115125,1965,
33736760100248,1965,
33736760100255,1965,
33736760100263,1965,
33736760112649,1965,
33736760113753,1965,
33736760121673,1965,
33736763330032,1965,
33736763330354,1965,
33736763330990,1965,
33736766031694,1965,
33736766031702,1965,
33736766031710,1965,
33736766031728,1965,
33736766032254,1965,
33736766032361,1965,
33736766032379,1965,
33736766032833,1965,
33736766032841,1965,
33736766108906,1965,
33736766112874,1965,
33736766114789,1965,
33736766117774,1965,
33751760107920,1965,
33751760108241,1965,
33751760113100,1965,
33751760116343,1965,
33751760120204,1965,
33751760122960,1965,
33751760139790,1965,
33751763330115,1965,
33751763330487,1965,
33751763332350,1965,
33751766032031,1965,
33751766032056,1965,
33751766032064,1965,
33751766071203,1965,
33751766105548,1965,
33751766107189,1965,
33751766108278,1965,
33751766109938,1965,
33751766111082,1965,
33751766111090,1965,
33751766112734,1965,
33751766115174,1965,
33751766118442,1965,
33751766120455,1965,
33751766120463,1965,
33751920101097,1965,
33751920101105,1965,
33751920105734,1965,
33751920105742,1965,
33751920105759,1965,
33751920108480,1965,
33751920108498,1965,
33751920108506,1965,
33751920113696,1965,
33751920140947,1965,
33751920142018,1965,
33751923330370,1965,
33751923330495,1965,
33751923330636,1965,
33751923330743,1965,
33751923330917,1965,
33751926032825,1965,
33751926096994,1965,
33751926106017,1965,
33751926107254,1965,
33751926108427,1965,
33751926109417,1965,
33751926110084,1965,
33751926112098,1965,
33751926112551,1965,
33751926112809,1965,
33751926113641,1965,
33751926114243,1965,
33751926116438,1965,
33751926116446,1965,
33751926116453,1965,
33751926118822,1965,
33752000100412,1965,
33752000100420,1965,
33752000102079,1965,
33752000108530,1965,
33752000114058,1965,
33752000117408,1965,
33752000118794,1965,
33752000141275,1965,
33752003330529,1965,
33752006032346,1965,
33752006106868,1965,
33752006107841,1965,
33752006107858,1965,
33752006108153,1965,
33752006108849,1965,
33752006112429,1965,
33752006113625,1965,
33752006117659,1965,
33752006118558,1965,
33752006120554,1965,
33752420100941,1965,
33752420100958,1965,
33752420106096,1965,
33752420109108,1965,
33752420109116,1965,
33752420109124,1965,
33752420109652,1965,
33752420112094,1965,
33752420112102,1965,
33752420117424,1965,
33752420123190,1965,
33752420133306,1965,
33752423330552,1965,
33752423330560,1965,
33752426032866,1965,
33752426032874,1965,
33752426108039,1965,
33752426108047,1965,
33752426109565,1965,
33752426111033,1965,
33752426111447,1965,
33752426114458,1965,
34103480106229,1965,
34103480106237,1965,
34103480106245,1965,
34103480106278,1965,
34103480106294,1965,
34103480118745,1965,
34103480136275,1965,
34103480140160,1965,
34672806032890,1965,
34673140101790,1965,
34673140105908,1965,
34673140105916,1965,
34673140105924,1965,
34673140105932,1965,
34673140108720,1965,
34673140108738,1965,
34673140108746,1965,
34673140108753,1965,
34673140111112,1965,
34673140111732,1965,
34673140114702,1965,
34673140116871,1965,
34673140116897,1965,
34673140131516,1965,
34673140135392,1965,
34673140135400,1965,
34673140137281,1965,
34673140141143,1965,
34673143430170,1965,
34673143430311,1965,
34673143430329,1965,
34673143430352,1965,
34673143430477,1965,
34673143430592,1965,
34673143430618,1965,
34673143430873,1965,
34673143432002,1965,
34673143432572,1965,
34673146032981,1965,
34673146032999,1965,
34673146033005,1965,
34673146033013,1965,
34673146033021,1965,
34673146033039,1965,
34673146033047,1965,
34673146033054,1965,
34673146033062,1965,
34673146033088,1965,
34673146033096,1965,
34673146033104,1965,
34673146033112,1965,
34673146059174,1965,
34673146061808,1965,
34673146077291,1965,
34673146098743,1965,
34673146098750,1965,
34673146101844,1965,
34673146106355,1965,
34673146107700,1965,
34673146107718,1965,
34673146107916,1965,
34673146109516,1965,
34673146109821,1965,
34673146110118,1965,
34673146110985,1965,
34673146112031,1965,
34673146112106,1965,
34673146113179,1965,
34673146113187,1965,
34673146113831,1965,
34673146116818,1965,
34673146118046,1965,
34673146118053,1965,
34673146120000,1965,
34673146120018,1965,
34673146120026,1965,
34673146120034,1965,
34673226033120,1965,
34673226033138,1965,
34673300100404,1965,
34673300111278,1965,
34673300113571,1965,
34673300113621,1965,
34673300129676,1965,
34673300140608,1965,
34673300140699,1965,
34673303430501,1965,
34673303430667,1965,
34673303430709,1965,
34673303431533,1965,
34673303433216,1965,
34673303434792,1965,
34673306033146,1965,
34673306033153,1965,
34673306033179,1965,
34673306033187,1965,
34673306033203,1965,
34673306033211,1965,
34673306033229,1965,
34673306033252,1965,
34673306033278,1965,
34673306033286,1965,
34673306059182,1965,
34673306059190,1965,
34673306059208,1965,
34673306106892,1965,
34673306107965,1965,
34673306109755,1965,
34673306112916,1965,
34673306115638,1965,
34673306118012,1965,
34673306118574,1965,
34673480100040,1965,
34673480107946,1965,
34673480119420,1965,
34673480141325,1965,
34673486033310,1965,
34673486110654,1965,
34673486114185,1965,
34673550119131,1965,
34673553432903,1965,
34673553433471,1965,
34674130107383,1965,
34674130112078,1965,
34674130114660,1965,
34674133430469,1965,
34674133430550,1965,
34674134835302,1965,
34674135731708,1965,
34674136033641,1965,
34674136033666,1965,
34674136033690,1965,
34674136033708,1965,
34674136033716,1965,
34674210132019,1965,
34674210137950,1965,
34674390101048,1965,
34674390101881,1965,
34674390101899,1965,
34674390101907,1965,
34674390101972,1965,
34674390102038,1965,
34674390102343,1965,
34674390106898,1965,
34674390108951,1965,
34674390111757,1963,
34674390113209,1965,
34674390114546,1965,
34674390121665,1965,
34674390123901,1965,
34674390131136,1965,
34674390133777,1965,
34674390135343,1965,
34674390137406,1965,
34674393430154,1965,
34674393430519,1965,
34674393430865,1965,
34674393431012,1965,
34674393434636,1965,
34674393434768,1965,
34674393435419,1965,
34674396033765,1965,
34674396033799,1965,
34674396033807,1965,
34674396033815,1965,
34674396033823,1965,
34674396033831,1965,
34674396033880,1965,
34674396033906,1965,
34674396033914,1965,
34674396033930,1965,
34674396033948,1965,
34674396033955,1965,
34674396033997,1965,
34674396034003,1965,
34674396034011,1965,
34674396034029,1965,
34674396034037,1965,
34674396034045,1965,
34674396034052,1965,
34674396034060,1965,
34674396034078,1965,
34674396034136,1965,
34674396034169,1965,
34674396034177,1965,
34674396034185,1965,
34674396034193,1965,
34674396034201,1965,
34674396034219,1965,
34674396034227,1965,
34674396034235,1965,
34674396034243,1965,
34674396034250,1965,
34674396034276,1965,
34674396034284,1965,
34674396034292,1965,
34674396034326,1965,
34674396034334,1965,
34674396059273,1965,
34674396059281,1965,
34674396059299,1965,
34674396059307,1965,
34674396059315,1965,
34674396059323,1965,
34674396059356,1965,
34674396059364,1965,
34674396061832,1965,
34674396066690,1965,
34674396071336,1965,
34674396096150,1965,
34674396096168,1965,
34674396097083,1965,
34674396099808,1965,
34674396107239,1965,
34674396110662,1965,
34674396111389,1965,
34674396117097,1965,
34674396119440,1965,
34674470112169,1958,
34674470114983,1965,
34674470120469,1965,
34674470121467,1965,
34674470128124,1965,
34674470132399,1965,
34674470135772,1965,
34674470140830,1965,
34674473430048,1965,
34674473430097,1965,
34674473430386,1965,
34674473430394,1965,
34674473430493,1965,
34674473430691,1965,
34674473430717,1965,
34674473430758,1965,
34674473431111,1965,
34674473432051,1965,
34674473432317,1965,
34674473432838,1965,
34674473435930,1965,
34674473436714,1965,
34674473438504,1965,
34674476034342,1965,
34674476034359,1965,
34674476034367,1965,
34674476034375,1965,
34674476034383,1965,
34674476034391,1965,
34674476034409,1965,
34674476034425,1965,
34674476034433,1965,
34674476034441,1965,
34674476034458,1965,
34674476034466,1965,
34674476034482,1965,
34674476034490,1965,
34674476034508,1965,
34674476034516,1965,
34674476034524,1965,
34674476034540,1965,
34674476034573,1965,
34674476034581,1965,
34674476034599,1965,
34674476034623,1965,
34674476034631,1965,
34674476034656,1965,
34674476034664,1965,
34674476034672,1965,
34674476034680,1965,
34674476034706,1965,
34674476034714,1965,
34674476034730,1965,
34674476034755,1965,
34674476034771,1965,
34674476034797,1965,
34674476034813,1965,
34674476034821,1965,
34674476034839,1965,
34674476034847,1965,
34674476034870,1965,
34674476034896,1965,
34674476034904,1965,
34674476034912,1965,
34674476034920,1965,
34674476034938,1965,
34674476034946,1965,
34674476034953,1965,
34674476034961,1965,
34674476068670,1965,
34674476097810,1965,
34674476103816,1965,
34674476105928,1965,
34674476111363,1965,
34739730108621,1965,
34739730142042,1965,
34739733430378,1965,
34739733430451,1965,
34739736032908,1965,
34739736032924,1965,
34739736107734,1965,
34739736108948,1965,
34752830102236,1965,
34752830102277,1965,
34752830108860,1965,
34752830111138,1965,
34752830112425,1965,
34752830116806,1965,
34752830120113,1965,
34752830126060,1965,
34752830134049,1965,
34752830135194,1965,84000
34752830140624,1965,
34752830141895,1965,
34752833430584,1965,
34752833430626,1965,
34752833430659,1965,
34752836100432,1965,
34752836104731,1965,
34752836107981,1965,
34752836117527,1965,
34752836117535,1965,
34752836118624,1965,
34765050100487,1965,
34765050101766,1965,
34765050101832,1965,
34765050106450,1965,
34765050108415,1965,
34765050108795,1965,
34765050108837,1965,
34765050113878,1965,
34765050114272,1965,
34765050130757,1965,
34765050139584,1965,
34765053430261,1965,
34765053430634,1965,
34765053430881,1965,
34765053433265,1965,
34765053433794,1965,
34765053434370,1965,
34765053436979,1965,
34765056032932,1965,
34765056032940,1965,
34765056032957,1965,
34765056033336,1965,
34765056033351,1965,
34765056033385,1965,
34765056033419,1965,
34765056033427,1965,
34765056033435,1965,
34765056033443,1965,
34765056033450,1965,
34765056033476,1965,
34765056033484,1965,
34765056033492,1965,
34765056033500,1965,
34765056033518,1965,
34765056033526,1965,
34765056033542,1965,
34765056033559,1965,
34765056033575,1965,
34765056033583,1965,
34765056033609,1965,
34765056033617,1965,
34765056033633,1965,
34765056059232,1965,
34765056059257,1965,
34765056059265,1965,
34765056066682,1965,
34765056069736,1965,
34765056102784,1965,
34765056105985,1965,
34765056112064,1965,
34765056112643,1965,
35103550132308,1965,
35103553530037,1965,
35103553530045,1965,
35674546035000,1965,
35674626035018,1965,
35674700115428,1965,
35674700121400,1965,
35674700127688,1965,
35674700140657,1965,
35674706035026,1965,
35674706035034,1965,
35674706035042,1965,
35674706071088,1965,
35674706104509,1965,
35674706107338,1965,
35674706112320,1965,
35674886035059,1965,
35675046095202,1965,
35675206035109,1965,
35675383530029,1965,
35675383537008,1965,
35675536035133,1965,
35675796035158,1965,
35752593530060,1965,
35752596035117,1797,
35752596049654,1965,
36103630107466,1965,
36103630115808,1965,
36103630139147,1965,
36103630140012,1965,
36103633630431,1965,
36103633630761,1965,
36103636069348,1965,
36103636111918,1965,
36675870107425,1965,
36675870107433,1965,
36675870107441,1965,
36675870109470,1965,
36675870112086,1965,
36675870125880,1965,
36675870125898,1965,
36675870128462,1965,
36675870131441,1965,
36675870138529,1965,
36675876035174,1965,
36675876106694,1965,
36675876109409,1965,
36675876115117,1965,
36675876116370,1965,
36675876120604,1965,
36675956035216,1965,
36675956035224,1965,
36675956035232,1965,
36675956094940,1965,
36675956098503,1965,
36675956101786,1965,
36675956104475,1965,
36675956107510,1965,
36675956108930,1965,
36675956114649,1965,
36676110107474,1965,
36676110112672,1965,
36676110124628,1965,
36676110129452,1965,
36676110138834,1965,
36676113630712,1965,
36676113630803,1965,
36676116035299,1965,
36676116035307,1965,
36676116035349,1965,
36676116035372,1965,
36676116035380,1965,
36676116035414,1965,
36676116098537,1965,
36676373630290,1965,
36676373631066,1965,
36676376035463,1965,
36676376035471,1965,
36676376067052,1965,
36676376112866,1965,
36676456035489,1965,
36676456035497,1965,
36676456035505,1965,
36676456099204,1965,
36676456104525,1965,
36676456106603,1965,
36676456110704,1965,
36676520126243,1965,
36676523630225,1965,
36676523630373,1965,
36676523630571,1965,
36676523630845,1965,
36676523631058,1965,
36676523631157,1965,
36676523632205,1965,
36676523633906,1965,
36676523634482,1965,
36676523637659,1965,
36676780100578,1965,
36676780100586,1965,
36676780100594,1965,
36676780110726,1965,
36676780120329,1965,
36676780137547,1965,
36676783630035,1965,
36676783630522,1965,
36676783631017,1965,
36676783631181,1965,
36676783631587,1965,
36676783631769,1965,
36676783632502,1965,
36676786035513,1965,
36676786035554,1965,
36676786035570,1965,
36676786035588,1965,
36676786059372,1965,
36676786061840,1965,
36676786098347,1965,
36676786098354,1965,
36676786098362,1965,
36676786101513,1965,
36676786102974,1965,
36676786105712,1965,
36676786106611,1965,
36676786106629,1965,
36676786107270,1965,
36676786107288,1965,
36676786108195,1965,
36676786108666,1965,
36676786109813,1965,
36676786111215,1965,
36676786111710,1965,
36676786112833,1965,
36676946035752,1965,
36676946035760,1965,
36676946097646,1965,
36676946109185,1965,
36677020102939,1965,
36677020102947,1965,
36677020113688,1965,
36677020117382,1965,
36677020135293,1965,
36677026035778,1965,
36677026035786,1965,
36677026106595,1965,
36677026107569,1965,
36677026108005,1965,
36677026112114,1965,
36677026112122,1965,
36677026112130,1965,
36677026116263,1965,
36677026117519,1965,
36677026118467,1965,
36677026119622,1965,
36677026119630,1965,
36677100100347,1965,
36677100102509,1965,
36677100102517,1965,
36677100108191,1965,
36677100113423,1965,
36677100113944,1965,
36677100120758,1965,
36677100133371,1965,
36677100141952,1965,
36677103630019,1965,
36677103630480,1965,
36677103630555,1965,
36677103630902,1965,
36677103633302,1965,
36677106035794,1965,
36677106035810,1965,
36677106035828,1965,
36677106035836,1965,
36677106035844,1965,
36677106035851,1965,
36677106035869,1965,
36677106035877,1965,
36677106035885,1965,
36677106035893,1965,
36677106035901,1965,
36677106035919,1965,
36677106059398,1965,
36677106059406,1965,
36677106061865,1965,
36677106068761,1965,
36677106102933,1965,
36677106106470,1965,
36677106106504,1965,
36677106106702,1965,
36677106108054,1965,
36677106108062,1965,
36677106108070,1965,
36677106110670,1965,
36677106110688,1965,
36677106111173,1965,
36677106113351,1965,
36677106114052,1965,
36677106115984,1965,
36677106119986,1965,
36677106120042,1965,
36677360116723,1965,
36677360128439,1965,
36677360130948,1965,
36677360136069,1965,
36677360136937,1965,
36677360139576,1965,
36677366035935,1965,
36677366107072,1965,
36677773630217,1965,
36677773636743,1965,
36677773638616,1965,
36677776035984,1965,
36677776035992,1965,
36677776036008,1965,
36677776036016,1965,
36677776036024,1965,
36677776036032,1965,
36677776036040,1965,
36677776105589,1965,
36677776106579,1965,
36677776106827,1965,
36677776109615,1965,
36677776109623,1965,
36677776113070,1965,
36677850141184,1965,
